#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
AIREASON_OPINION;Opinion of §Y[GetTitledFirstName]§!;Opinion de §Y[GetTitledFirstName]§!;;;;;;;;;;;;x
AIREASON_REALPOLITIK;Political Concerns;Considérations politiques;;;;;;;;;;;;x
AIREASON_REALPOLITIK_VS;Political Concerns vs §Y[GetTitledFirstName]§!;Opposition à §Y[GetTitledFirstName]§!;;;;;;;;;;;;x
AIREASON_WRONG_CULTURE;Foreign Culture;Différence culturelle;;;;;;;;;;;;x
AIREASON_STRENGTH;Power;Puissance;;;;;;;;;;;;x
AIREASON_IS_RULER;Is a Ruler;Est un seigneur;;;;;;;;;;;;x
AIREASON_SAME_DYNASTY_AS_TARGET;Same Dynasty as §Y[GetTitledFirstName]§!;Même dynastie que §Y[GetTitledFirstName]§!;;;;;;;;;;;;x
AIREASON_SUCC_LOWLY_RANK;§Y[GetTitledFirstName]§! is of too lowly rank for a regular marriage;§Y[GetTitledFirstName]§! est de trop basse extraction  pour un mariage classique.;;;;;;;;;;;;x
AIREASON_POWER_TO_PRESS_CLAIMS;§Y[GetTitledFirstName]§! has the power to press my claims;§Y[GetTitledFirstName]§! peut faire valoir mes revendications.;;;;;;;;;;;;x
AIREASON_UNABLE_PRESS_CLAIMS;§Y[GetTitledFirstName]§! is unable to press my claims;§Y[GetTitledFirstName]§! ne pourra pas faire valoir mes revendications.;;;;;;;;;;;;x
AIREASON_WANTS_FREEDOM;Wants Freedom;Veut être libre;;;;;;;;;;;;x
AIREASON_GOLD_IS_GOOD;Gold is Good;J'adore l'or;;;;;;;;;;;;x
AIREASON_GOT_MORE_ADVANCED_PLOT;Already leading a similar Plot;Mène déjà un complot similaire;;;;;;;;;;;;x
AIREASON_AGE_POWER_DIFFERENCE;Age vs Suitor Power;Disparité entre l'âge et la puissance du soupirant;;;;;;;;;;;;x
AIREASON_INFERTILE;Unlikely to have Children;Fertilité douteuse;;;;;;;;;;;;x
alert_build_province_improvement_instant;§YYou can build county improvements!§!;§YVous pouvez améliorer la province !§!;;;;;;;;;;;;x
alert_revoltrisk_in_provinces_delayed;The following counties run a risk of having a revolt:\n$LIST$;Les provinces suivantes risquent la révolte.\n$LIST$.;;;;;;;;;;;;x
alert_court_not_filled_instant;§YOpen Council Positions§!;§YCombler des postes au conseil§!;;;;;;;;;;;;x
alert_court_not_filled_delayed;The following spots need to be filled:\n$LIST$\n§GClick to go to Court View§!;Les postes suivants  peuvent être comblés :\n$LIST$\n§GCliquez pour accéder à la vue Cour.§!;;;;;;;;;;;;x
alert_should_nominate_heir_instant;§YSuccessor Nomination§!;§YNomination d’un héritier§!;;;;;;;;;;;;x
alert_should_nominate_heir_delayed;You should nominate successors for these titles:\n$LIST$;Vous devriez désigner un héritier pour les titres suivants :\n$LIST$;;;;;;;;;;;;x
WAR_NAME_CLAIM;$ORDER$$FIRST_ADJ$ Claim on $OTHER_TITLE$ War;$ORDER$ Guerre de revendication $FIRST_ADJ$ sur $OTHER_TITLE$;;;;;;;;;;;;x
CB_NAME_SENIORITY_SUCCESSION_LAW;Seniority Succession Law;Imposer le Séniorat pour la succession;;;;;;;;;;;;x
WAR_NAME_SENIORITY_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Seniority;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution sénioriale;;;;;;;;;;;;x
CB_NAME_PRIMOGENITURE_SUCCESSION_LAW;Primogeniture Succession Law;Imposer la Primogéniture pour la succession;;;;;;;;;;;;x
WAR_NAME_PRIOGENITURE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Primogeniture;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution primogénitale;;;;;;;;;;;;x
CB_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;Elective Monarchy Succession Law;Imposer la monarchie élective;;;;;;;;;;;;x
WAR_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Elective Monarchy;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution électorale;;;;;;;;;;;;x
CB_NAME_RELIGIOUS;Holy War for [Title.GetBaseName];Guerre Sainte en [Title.GetName];;;;;;;;;;;;x
WAR_NAME_RELIGIOUS;$ORDER$$FIRST_ADJ$ Holy War for $OTHER_TITLE$;$ORDER$ Guerre Sainte $FIRST_ADJ$ en $OTHER_TITLE$;;;;;;;;;;;;x
CB_NAME_EXCOMMUNICATED_RULER;Excommunicated ruler;Suzerain excommunié;;;;;;;;;;;;x
WAR_NAME_EXCOMMUNICATED_RULER;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Excommunication War;$ORDER$ Guerre $FIRST_ADJ$ d’excommunication $SECOND_ADJ$;;;;;;;;;;;;x
WAR_NAME_INDEPENDENCE;$ORDER$War of $FIRST_ADJ$ Independence;$ORDER$ Guerre d’indépendance $FIRST_ADJ$;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow ruler;Renverser le Suzerain;;;;;;;;;;;;x
WAR_NAME_OVERTHROWRULER;$ORDER$War against the Tyranny of $DEFENDER$;$ORDER$ Révolte contre le joug de $DEFENDER$;;;;;;;;;;;;x
CB_NAME_SUCCESSION;Dispute Succession;Querelle de succession;;;;;;;;;;;;x
WAR_NAME_SUCCESSION;$ORDER$$SECOND_ADJ$ Succession Crisis;$ORDER$ Guerre de Succession $SECOND_ADJ$;;;;;;;;;;;;x
ON_CB_ADD_DESC;§YWhen we declare war:§W\n;§YLorsque nous déclarons la guerre :§W\n;;;;;;;;;;;;x
ON_CB_SUCCESS_DESC;§YIf we win the war:§W\n;§YSi nous l'emportons :§W\n;;;;;;;;;;;;x
ON_CB_FAIL_DESC;§YIf we make a white peace:§W\n;§YSi nous concluons une paix blanche :§W\n;;;;;;;;;;;;x
ON_CB_REVERSEDEMAND_DESC;§YIf we lose the war:§W\n;§YSi nous sommes défaits :§W\n;;;;;;;;;;;;x
ON_CB_ATTACKERDEATH_DESC;§YIf leader of attacking alliance dies:§W\n;§YSi le chef de l’alliance attaquante meurt :§W\n;;;;;;;;;;;;x
ON_CB_DEFENDERDEATH_DESC;§YIf leader of defending alliance dies:§W\n;§YSi le chef de l’alliance défenderesse meurt :§W\n;;;;;;;;;;;;x
ON_CB_THIRDPARTY_DESC;§YIf $CHARACTER$ dies:§W\n;§YSi $CHARACTER$ meurt :§W\n;;;;;;;;;;;;x
CB_NAME_CLAIM_ALL;Press all Claims;Appuyer toute les revendications;;;;;;;;;;;;x
WAR_NAME_CLAIM_LIEGE;$ATTACKER$'s $ORDER$War for $OTHER_TITLE$;$ORDER$ Guerre de $ATTACKER$ pour : $OTHER_TITLE$;;;;;;;;;;;;x
claim_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis-à-vis de §Y$TITLE$§!;;;;;;;;;;;;x
claim_on_liege_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis-à-vis de §Y$TITLE$§!;;;;;;;;;;;;x
other_claim_on_liege_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis-à-vis du(de la) §Y$TITLE$§!;;;;;;;;;;;;x
invasion_desc;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, the titles to all currently occupied holdings will be seized.;§Y$CLAIMANT$§! a désormais le droit d’envahir le §Y$TITLE$§!. En cas de réussite, les titres de toutes les fiefs actuellement occupées seront saisis.;;;;;;;;;;;;x
excommunicated_ruler_desc;§Y$TARGET$§! has been excommunicated, a just cause for war if ever there was one!;§Y$TARGET$§! a été excommunié(e), un motif de guerre légitime s’il en est !;;;;;;;;;;;;x
bid_for_independence_desc;§Y$CLAIMANT$§! can attempt to declare independence from §Y$TARGET$§!;Le(la) §Y$CLAIMANT$§! peut tenter de déclarer son indépendance de : §Y$TARGET$§!;;;;;;;;;;;;x
overthrow_ruler_desc;§Y$TARGET$§! has tried and failed to imprison §Y$CLAIMANT$§!, which has resulted in an armed conflict;§Y$TARGET$§! a essayé en vain d’emprisonner §Y$CLAIMANT$§!, ce qui a déclenché un conflit armé.;;;;;;;;;;;;x
dejure_county_claim_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;;;;;;;;;;;;x
change_seniority_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to seniority!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur le séniorat au(à la) §Y$TITLE$§!;;;;;;;;;;;;x
change_primogeniture_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to primogeniture!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur la primogéniture du §Y$TITLE$§!;;;;;;;;;;;;x
change_feudal_elective_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to feudal elective!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi basée sur la succession élective au(à la) §Y$TITLE$§!;;;;;;;;;;;;x
crusade_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;Le(la) §Y$CLAIMANT$§! peut utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de Jure.;;;;;;;;;;;;x
change_gavelkind_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to gavelkind!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur le Partage Salique au(à la) §Y$TITLE$§!;;;;;;;;;;;;x
CB_NAME_GAVELKIND_SUCCESSION_LAW;Gavelkind Succession Law;Imposer la Loi salique;;;;;;;;;;;;x
WAR_NAME_GAVELKIND_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Gavelkind;$ORDER$ Guerre civile $SECOND_ADJ$ du Partage salique;;;;;;;;;;;;x
lower_crown_authority_law_desc;§Y$CLAIMANT$§! can declare war to lower Crown Authority in the §Y$TITLE$§!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour affaiblir l’autorité de la Couronne de §Y$TITLE$§!;;;;;;;;;;;;x
CB_NAME_LOWER_CROWN_AUTHORITY_LAW;Lower Crown Authority;Affaiblir l’autorité de la Couronne;;;;;;;;;;;;x
WAR_NAME_LOWER_CROWN_AUTHORITY_LAW;$ORDER$$SECOND_ADJ$ Civil War to lower Crown Authority;$ORDER$ Guerre civile $SECOND_ADJ$ visant à affaiblir l’autorité de la Couronne;;;;;;;;;;;;x
SEARCH_REALM;Search Realm;Domaine;;;;;;;;;;;;x
FILTER_LANDED_DYNASTY;Great House;Grandes Familles;;;;;;;;;;;;x
volley_tactic;Volley Tactic;Salve;;;;;;;;;;;;x
swarm_volley_tactic;Swarm Volley Tactic;Salve en essaim;;;;;;;;;;;;x
swarm_tactic;Swarm Tactic;Englobement;;;;;;;;;;;;x
prepare_tactic;Prepare Tactic;Préparatifs;;;;;;;;;;;;x
advance_tactic;Advance Tactic;Progression;;;;;;;;;;;;x
awesome_advance_tactic;Awesome Advance Tactic;Progression débridée;;;;;;;;;;;;x
BUBONIC_PLAGUE_INFO;The Pale Rider has brought the Black Death to this county.;Le quatrième cavalier répand la peste noire dans ce pays.;;;;;;;;;;;;x
