#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
succ_appointment;Appointment;Rendez-vous;;;;;;;;;;;;x
succ_appointment_desc;On death, all titles revert back to the liege.;À la mort, tous les titres reviennent au suzerain.;;;;;;;;;;;;x
papal_succession;Papal Succession;Succession papale;;;;;;;;;;;;x
succ_papal_succession;Papal Succession;Succession papale;;;;;;;;;;;;x
succ_papal_succession_desc;The Pope is elected by the College of Cardinals depending on age, piety, popularity and other factors.;Le pape est élu par le collège des cardinaux selon son âge, sa piété, sa popularité et d'autres facteurs.;;;;;;;;;;;;x
COLLEGE_OF_CARDINALS;The College of Cardinals;Le Sacré Collège;;;;;;;;;;;;x
expected_next_title_cardinal;Expected Next Cardinal;Cardinal préssenti;;;;;;;;;;;;x
expected_next_title_cardinal_tooltip;This bishop is probably next in line for a Cardinalship when one becomes available.;Cet évêque est considéré favori pour être élevé à la pourpre et intégrer le Sacré Collège;;;;;;;;;;;;x
best_candidate_title_cardinal;My Best Cardinal Candidate;Mon cardinal potentiel;;;;;;;;;;;;x
best_candidate_title_cardinal_tooltip;Of all the bishops in my realm, this one is the likeliest to get appointed Cardinal by the Pope.;De tous les évêques de mon domaine, celui-ci est le plus susceptible d'être créé cardinal.;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_SETUP;New Cardinal appointed.;Création d'un nouveau cardinal;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_LETTER;$NEWHOLDER$ was given a seat in the College of Cardinals.;$NEWHOLDER$ a été élevé à la pourpre.;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_LOG;$NEWHOLDER$ was given a seat in the College of Cardinals.;$NEWHOLDER$ rejoint le Collège des cardinaux;;;;;;;;;;;;x
sickly_death;a sickly infant;de maladies infantiles;;;;;;;;;;;;x
k_israel_adj;Israelites;Israélites;;;;;;;;;;;;x
d_jewish_adj;Jewish;juif;;;;;;;;;;;;x
d_bektashi;Bektashi Order;Confrérie des Bektachis;;;;;;;;;;;;x
d_bektashi_adj;Bektashi;bektachi;;;;;;;;;;;;x
d_immortals;Immortals;Immortels;;;;;;;;;;;;x
d_immortals_adj;Immortal;immortel;;;;;;;;;;;;x
d_zealots;Zealots;Zélotes;;;;;;;;;;;;x
d_holy_sepulchre;Brotherhood of the Holy Sepulchre;Ordre du Saint-Sépulcre;;;;;;;;;;;;x
d_holy_sepulchre_adj;Brotherhood;de l'ordre;;;;;;;;;;;;x
d_sky_lords;Lords of the Sky;Les Seigneurs du Ciel;;;;;;;;;;;;x
d_spirit_guardians_adj;Guardian;des gardiens;;;;;;;;;;;;x
d_warriors_perun_adj;Perun;de Péroun;;;;;;;;;;;;x
d_chosen_perkunas_adj;Perkunas;de Perkunas;;;;;;;;;;;;x
d_sons_kaleva_adj;Kaleva;de Kaleva;;;;;;;;;;;;x
d_huitzilopochtli_adj;Huitzilopochtli;de Huitzilopochtli;;;;;;;;;;;;x
d_knights_santiago_adj;Santiago;de l'Ordre de Santiago;;;;;;;;;;;;x
d_knights_calatrava_adj;Calatrava;de l'Ordre de Calatrava;;;;;;;;;;;;x
d_fraticelli;The Fraticelli Papacy;Ministère général fraticelle;;;;;;;;;;;;x
d_fraticelli_adj;Fraticelli Papal;du Ministère;;;;;;;;;;;;x
d_iconoclast;The Iconoclast Patriarchate;Le patriarcat iconoclaste;;;;;;;;;;;;x
d_iconoclast_adj;Iconoclast Patriarchal;du patriarcat iconoclaste;;;;;;;;;;;;x
d_yazidi;The Yazidi Sheikhdom;Le cheikhat yézidi;;;;;;;;;;;;x
d_yazidi_adj;Yazidi;yézidi;;;;;;;;;;;;x
d_ibadi;The Ibadi Caliphate;Le caliphat ibadite;;;;;;;;;;;;x
d_ibadi_adj;Ibadi Caliphal;du caliphat ibadite;;;;;;;;;;;;x
d_hurufi;The Hurufi Skeikhdom;Le cheikhat hurufiste;;;;;;;;;;;;x
SHEIKH;Sheikh;cheikh;;;;;;;;;;;;x
SHEIKHA;Sheikha;cheikha;;;;;;;;;;;;x
FE_REMOTE;Cloud;Retour;;;;;;;;;;;;x
SPLIT_HOLY_ORDERS_OPTION;Split off Holy Orders;Détacher les Ordres combattants;;;;;;;;;;;;x
SPLIT_RETINUES_OPTION;Split off Retinues;Détacher la Garde;;;;;;;;;;;;x
SPLIT_EVENT_SPAWNED_OPTION;Split off Event Spawned;Détacher les troupes circonstancielles;;;;;;;;;;;;x
