#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
succ_patrician_elective_desc;This is the succession type in the great naval Merchant Republics. The next Doge is determined from among the heads of the five grand Patrician families depending on Age, Prestige, and invested Campaign Funds.;C'est le type de succession en vigueur dans les grandes républiques navales marchandes. Le prochain doge est choisi pami les dirigeants des cinq grandes dynasties selon les critères de l'âge, du prestige et des fonds investis dans la caisse électorale.;;;;;;;;;;;;x
city_king;Prince Mayor;Prince-maire;;;;;;;;;;;;x
city_duke;Grand Mayor;Seigneur-maire;;;;;;;;;;;;x
WAR_NAME_EMBARGO;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Embargo War;$ORDER$ Embargo $FIRST_ADJ$-$SECOND_ADJ$;;;;;;;;;;;;x
WAR_NAME_COASTAL_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the City of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ guerre pour la cité de $OTHER_TITLE$;;;;;;;;;;;;x
CB_NAME_COASTAL_COUNTY_REPUBLIC;Seize [Title.GetBaseName];S’emparer de [Title.GetName];;;;;;;;;;;;x
WAR_NAME_COASTAL_COUNTY_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the Coast of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ guerre pour les côtes de $OTHER_TITLE$;;;;;;;;;;;;x
d_gotland;Visby;Gotland;;;;;;;;;;;;x
d_gotland_adj;Visby;Gotlandaise;;;;;;;;;;;;x
CB_NAME_SEIZE_TRADE_POST;Seize [Title.GetBaseName] Trade Post;Saisir le comptoir commercial de [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_SEIZE_TRADE_POST;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Trade War over $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ guerre commerciale contre $OTHER_TITLE$;;;;;;;;;;;;x
