#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
d_norse_pagan_reformed;The Fylkirate;Les Fylkirate;;;;;;;;;;;;x
d_baltic_pagan_reformed;The Romuvan Church;L'Église romuvienne;;;;;;;;;;;;x
d_baltic_pagan_reformed_adj;Romuva;romuvien;;;;;;;;;;;;x
d_slavic_pagan_reformed;The Slavic Church;L'Église slave;;;;;;;;;;;;x
d_tengri_pagan_reformed;The Tengri Church;L'Église tengri;;;;;;;;;;;;x
d_finnish_pagan_reformed;The Suomenusko Church;L'Église Suomenusko;;;;;;;;;;;;x
d_aztec_pagan_reformed;The Aztec Church;L'Église aztèque;;;;;;;;;;;;x
d_west_african_pagan_reformed;West African Church;Le clergé Vodinani;;;;;;;;;;;;x
d_west_african_pagan_reformed_adj;West African;vodinani;;;;;;;;;;;;x
k_asturias_adj;Asturian;asturien;;;;;;;;;;;;x
d_lendians;Lendians;Lendzianes;;;;;;;;;;;;x
d_lendians_adj;Lendian;lendzienne;;;;;;;;;;;;x
d_kryvians;Kryvians;Krivitches;;;;;;;;;;;;x
d_kryvians_adj;Kryvian;krivitche;;;;;;;;;;;;x
d_vyatichi;Vyatichi;Viatitches;;;;;;;;;;;;x
d_vyatichi_adj;Vyatich;viatitche;;;;;;;;;;;;x
d_severians_adj;Severian;Séréviane;;;;;;;;;;;;x
d_glomacze;Glomacze;Daleminciens;;;;;;;;;;;;x
d_glomacze_adj;Glomacz;Dalemincienne;;;;;;;;;;;;x
d_brandenburg_adj_pommeranian;Brennaburgian;Brandebourgeois;;;;;;;;;;;;x
d_mecklemburg_adj_pommeranian;Weligradian;Weligradien;;;;;;;;;;;;x
WEST_FRANCIA_ADJ;West Francian;franc occidental;;;;;;;;;;;;x
EAST_FRANCIA_ADJ;East Francian;franc oriental;;;;;;;;;;;;x
FYLKIR_FOA;Your Holiness;Sa Sainteté;;;;;;;;;;;;x
HEAD_PRIEST_FOA;Your Holiness;Sa Sainteté;;;;;;;;;;;;x
k_magyar;Magyar;Magyars;;;;;;;;;;;;x
d_grodno_adj;Grodnian;grodnien;;;;;;;;;;;;x
d_jazira_adj;Jaziran;algésirien;;;;;;;;;;;;x
d_armenia_minor_adj;Cilician;cilicien;;;;;;;;;;;;x
d_dregovichi;Dregovichi;Drégovitches;;;;;;;;;;;;x
d_radimichi;Radimichi;Radimitches;;;;;;;;;;;;x
d_zoroastrian_adj;Zoroastrian;zoroastrien;;;;;;;;;;;;x
norse;Norse;Norrois;;;;;;;;;;;;x
d_novgorod_adj_norse;Holmgardian;Holmgardien;;;;;;;;;;;;x
d_novgorod_adj_swedish;Holmgårdian;Holmgardien;;;;;;;;;;;;x
d_novgorod_adj_danish;Holmgårdian;Holmgardien;;;;;;;;;;;;x
d_novgorod_adj_norwegian;Holmgårdian;Holmgardien;;;;;;;;;;;;x
d_kiev_adj_norse;Könugardian;Könugardien;;;;;;;;;;;;x
d_kiev_adj_swedish;Könugardian;Könugardien;;;;;;;;;;;;x
d_kiev_adj_danish;Kønugardian;Kønugardien;;;;;;;;;;;;x
d_kiev_adj_norwegian;Kønugardian;Kønugardien;;;;;;;;;;;;x
k_ruthenia_adj_norse;Könugardian;Könugardien;;;;;;;;;;;;x
k_ruthenia_adj_swedish;Könugardian;Könugardien;;;;;;;;;;;;x
k_ruthenia_adj_danish;Kønugardian;Kønugardien;;;;;;;;;;;;x
k_ruthenia_adj_norwegian;Kønugardian;Kønugardien;;;;;;;;;;;;x
west_african_pagan;West African;Ouest-africain;;;;;;;;;;;;x
west_african_pagan_reformed;West African;Vodinani;;;;;;;;;;;;x
kingdom_iranian;Shahdom;Malicat;;;;;;;;;;;;x
PROV1062;Northern Caspian Sea;Côte d'Astrakhan;;;;;;;;;;;;x
PROV1064;Southern Caspian Sea;Bassin du Sud;;;;;;;;;;;;x
c_amalfi_adj;Amalfitan;amalfitain;;;;;;;;;;;;x
d_amalfi_adj;Amalfitan;amalfitain;;;;;;;;;;;;x
CB_NAME_VIKING_INVASION;Prepared Invasion of [Title.GetBaseName];Se prépare à envahir [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_VIKING_INVASION;$ORDER$$FIRST_ADJ$ Prepared Invasion of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ invasion planifiée sur $OTHER_TITLE$;;;;;;;;;;;;x
CB_NAME_PEASANT_CONQUEST;Peasant Revolt for [Title.GetBaseName];Une révolte de paysans à [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_PEASANT_CONQUEST;Peasant Revolt for $OTHER_TITLE$;Révolte paysanne en $OTHER_TITLE$;;;;;;;;;;;;x
peasant_revolt_desc;Peasant leaders sometimes rise up and try to 'liberate' their county from oppression.;Parfois, les chefs paysans se lèvent et tentent de 'libérer' leur comté de l’oppression.;;;;;;;;;;;;x
PEASANT_REVOLT;[Root.County.GetAdjective] Peasant Revolt;Révolte paysanne [Root.County.GetAdjective];;;;;;;;;;;;x
CB_NAME_HERETIC_UPRISING;[Actor.Religion.GetName] Uprising;Soulèvement [Actor.Religion.GetName];;;;;;;;;;;;x
WAR_NAME_HERETIC_UPRISING;$ORDER$$SECOND_ADJ$ [Actor.Religion.GetName] Revolt;$ORDER$ Révolte [Actor.Religion.GetName]-$SECOND_ADJ$;;;;;;;;;;;;x
heretic_revolt_desc;Heretic leaders - heresiarchs - can rise up if the authority of the parent religion is low, spreading their errant beliefs with fire and sword.;Si l’autorité de leur religion parente est faible, les chefs hérétiques, les hérésiarques, peuvent se lever et étendre leur croyance déviante par le feu et la lame. ;;;;;;;;;;;;x
HERETIC_REVOLT;[Root.Religion.GetName] Uprising;Soulèvement [Root.Religion.GetName] ;;;;;;;;;;;;x
heresiarch_desc;This character is the leader of a fanatic and militant heretic sect.;Ce personnage est le chef d’une secte hérétique militante et fanatique.;;;;;;;;;;;;x
SHIA_CALIPHATE_REVOLT;Pretender Shi'a Caliphate;Prétendant au Califat Shiite;;;;;;;;;;;;x
CB_NAME_SHIA_CALIPHATE_RISING;Shi'a Caliphate Rising in [Title.GetBaseName];Essor du Califat Shi’a à [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_SHIA_CALIPHATE_RISING;$ORDER$Shi'a Caliphate Rising in [Title.GetBaseName];$ORDER$ Émergence du Califat shiite à [Title.GetBaseName];;;;;;;;;;;;x
duchy_adventure_desc;Ambitious characters of noble descent can go off and attempt to seize duchies in foreign lands with a band of adventurers.;D’ambitieux personnages d’origine noble peuvent partir vers des terres étrangères accompagnés d’une bande d’aventuriers dans le but de conquérir des duchés.;;;;;;;;;;;;x
CB_NAME_DUCHY_ADVENTURE;Adventurer Conquest of [Title.GetBaseName];Conquête de [Title.GetBaseName] par des aventuriers ;;;;;;;;;;;;x
CLAIMANT_ADVENTURE;[Root.GetTitledFirstName]'s Host;Ost de [Root.GetTitledFirstName];;;;;;;;;;;;x
WAR_NAME_LIBERATION_REVOLT;$ORDER$Liberation of [Title.GetBaseName];$ORDER$ Libération de [Title.GetBaseName];;;;;;;;;;;;x
PETTY;Petty;Piètre;;;;;;;;;;;;x
d_geats;Gauthiod;Geats;;;;;;;;;;;;x
d_geats_adj;Geatish;geatique;;;;;;;;;;;;x
d_meryas;Meryas;Mériens;;;;;;;;;;;;x
d_meryas_adj;Meryan;Mérienne;;;;;;;;;;;;x
d_veps;Veps;Vepses;;;;;;;;;;;;x
d_meshcheras;Meshcheras;Mechtchériens;;;;;;;;;;;;x
d_meshcheras_adj;Meshcheran;mechtchérienne;;;;;;;;;;;;x
d_muromians;Muromians;Mouromiens;;;;;;;;;;;;x
d_muromians_adj;Muromian;Mouromienne;;;;;;;;;;;;x
d_maris;Mari;Maris;;;;;;;;;;;;x
c_nizhny_novgorod_adj_finno_ugric;Obran Osh;ashli;;;;;;;;;;;;x
c_nizhny_novgorod_adj_altaic;Obran Osh;ashli;;;;;;;;;;;;x
BM_THE_MONGOLS_DESC;After uniting the warring steppe tribes under a single banner for the first time, the great warlord Temujin, or Genghis Khan as he now styles himself, has set out to expand his growing empire further. In Central Asia, Mongolian envoys to Ala ed-Din of Khwarezm have been massacred and this is an insult the Great Khan cannot ignore. He has led his armies west and now stands poised to punish the powerful Muslim realm for its insolence. Like a coiled spring, the massed Mongol armies are ready to be unleashed upon the world. Where will they stop?;Après avoir unifié les tribus adverses de la steppe sous un même étendard pour la première fois, le grand seigneur de la guerre Temujin, ou Genghis Khan comme il se fait lui-même appeler, est déterminé à étendre son empire grandissant encore plus loin. En Asie centrale, les émissaires mongols se rendant chez Ala ed-Din de Khwarezm ont été massacrés et c'est une insulte que le Grand Khan ne peut ignorer. Il a conduit ses armées vers l'ouest et est sur le point de punir le puissant royaume musulman pour son insolence. Tendues comme un ressort, les armées mongoles rassemblées sont prêtes à conquérir le monde. Où s'arrêteront-elles ?;;;;;;;;;;;;x
catholic_DESC;Catholicism is one of the oldest branches of Christianity and the one that has had the biggest impact on the history of Europe. The formal head of the religion is the Bishop of Rome - the Pope.;Le catholicisme est l'une des plus anciennes branches du christianisme et l'une des plus influentes sur l'histoire de l'Europe. Le chef officiel de cette religion est l'évêque de Rome : le pape. Dans le jeu :\n§Y*§! Il y a toujours un pape, même si l'Empire romain tombe\n§Y*§! Le pape peut permettre le divorce\n§Y*§! Le pape peut approuver un casus belli d'invasion\n§Y*§! Le pape peut excommunier des personnages catholiques\n§Y*§! Les dirigeants catholiques peuvent nommer des antipapes\n§Y*§! Les évêques catholiques peuvent payer une taxe au pape plutôt qu'à leur seigneur laïc;;;;;;;;;;;;x
waldensian_DESC;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments. This heresy has no formal head and no special game mechanics.;Les hérétiques vaudois, d'abord issus d'un mouvement de réforme au sein de l'Église catholique, sont anti-cléricaux et prônent un retour au vœu de pauvreté. Ils sont contre la peine capitale et croient que les laïcs aussi peuvent administrer des sacrements. Cette hérésie n'a pas de chef officiel ni de règle spéciale en jeu.;;;;;;;;;;;;x
lollard_DESC;Lollard heretics are opposed to perceived corruption within the Catholic Church. Like many Catholic heresies, they loathe the wealth and ostentation of the clergy and advocate a return to a more original form of Christianity. This heresy has no formal head and no special game mechanics.;Les hérétiques lollards s'opposent à la perception de corruption au sein de l'Église catholique. Comme plusieurs autres hérésies catholiques, ils exècrent l'ostentation et les richesses du clergé et prônent un retour à une forme plus originelle du christianisme. Cette hérésie n'a pas de chef officiel ni de règle spéciale en jeu.;;;;;;;;;;;;x
orthodox_DESC;The Orthodox Church is the other main branch of Chalcedonian Christianity that up until 1054 was formally united with the Catholic Church, although the political division can be traced back to the crowning of Charlemagne as Roman Emperor by Pope Leo III in 800, which did not sit well with the Emperor in Constantinople. The nominal head of the Orthodox Church is the Ecumenical Patriarch of Constantinople, but he does not interfere in the affairs of other Patriarchs.;L'Église orthodoxe est une autre des principales branches du christianisme chalcédonien. Jusqu'en 1054, elle était officiellement unifiée à l'Église catholique malgré des divisions politiques dont les traces remontent au couronnement de Charlemagne comme empereur romain par le pape Léon III en 800, chose qui n'a point plu à l'empereur de Constantinople. Le chef officiel de l'Église orthodoxe est le patriarche œcuménique de Constantinople, mais il n'intervient pas vraiment dans les affaires des autres patriarches. Dans le jeu :\n§Y*§! Il y a toujours un patriarche œcuménique, même si Constantinople tombe\n§Y*§! Plusieurs patriarches : les cinq Pentarques et patriarches autocéphales sous le règne de rois\n§Y*§! Les patriarches peuvent permettre le divorce\n§Y*§! Le patriarche œcuménique peut approuver un casus belli d'invasion\n§Y*§! Les patriarches peuvent excommunier des personnages orthodoxes;;;;;;;;;;;;x
miaphysite_DESC;Miaphysite Christianity encompasses the Coptic Church and the Armenian Apostolic Church. Miaphysites stress that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Miaphysite Church is the Pope of Alexandria.;Le christianisme miaphysite englobe l'Église copte et l'Église apostolique arménienne. Les miaphysites insistent sur le fait que le Christ n'avait qu'une seule nature, mais qu'il était à la fois humain et divin. Cette position les divise de la principale branche du christianisme après le concile de Chalcédoine en 451. Bien qu'ils ne sont pas vus comme de véritables hérétiques par les chrétiens orthodoxes et catholiques, la différence est peu marquée. Le chef officiel de l'Église miaphysite est le pape d'Alexandrie. Dans le jeu :\n§Y*§!  Il y a toujours un pape d'Alexandrie, même si la cité tombe\n§Y*§! Plusieurs patriarches : les cinq Pentarques et patriarches autocéphales sous le règne de rois\n§Y*§! Les patriarches peuvent permettre le divorce\n§Y*§! Le pape d'Alexandrie peut approuver un casus belli d'invasion\n§Y*§! Les patriarches peuvent excommunier des personnages miaphysites;;;;;;;;;;;;x
monophysite_DESC;Monophysitism is an early Christian heresy which states that Christ had but a single nature. This is the opposite of the Nestorian position where Christ has two separate natures - one divine and one human. Closely related to Miaphytism, Monophysites are regarded as a Miaphysite heresy in-game. The nominal head of the Monophysite Church is the Monophysite Pope of Alexandria.;Le monophysitisme est une hérésie apparue très tôt dans le christianisme. Contrairement au nestorianisme qui voit dans le Christ deux natures séparées, divine et humaine, les monophysites croient que le Christ possède une nature unique. Très près du miaphytisme, le monphysitisme est considéré dans le jeu comme une hérésie myaphysite. Le chef officiel de l'Église monophysite est le pape monophysite d'Alexandrie. Dans le jeu :\n§Y*§!  Il y a toujours un pape d'Alexandrie, même si la cité tombe\n§Y*§! Plusieurs patriarches : les cinq Pentarques et patriarches autocéphales sous le règne de rois\n§Y*§! Les patriarches peuvent permettre le divorce\n§Y*§! Le pape d'Alexandrie peut approuver un casus belli d'invasion\n§Y*§! Les patriarches peuvent excommunier des personnages monophysites;;;;;;;;;;;;x
monothelite_DESC;Monothelitism is a Christological doctrine that was declared heretical in 681. Monothelites attempted to develop the Miaphysite and Monophysite stance on the single nature of Christ by saying he had both a human and a divine nature but only a single will. The nominal head of the Monothelite Church is the Monothelite Patriarch of Antioch.;Le monothélisme est une doctrine christologique qui a été déclarée hérétique en 681. Les monothélites tentent de développer les énoncés miaphysite et monophysite sur la nature unique du Christ en déclarant qu'il avait une nature à la fois humaine et divine, mais une seule volonté. Le chef officiel de l'Église monothélite est le patriarche d'Antioche. Dans le jeu :\n§Y*§! Il y a toujours un patriarche monothélite, même s'il ne possède aucune terre\n§Y*§! Plusieurs patriarches : les cinq Pentarques et patriarches autocéphales sous le règne de rois\n§Y*§! Les patriarches peuvent permettre le divorce\n§Y*§! Le patriarche monothélite peut approuver un casus belli d'invasion\n§Y*§! Les patriarches peuvent excommunier des personnages monothélites;;;;;;;;;;;;x
sunni_DESC;Sunni Islam is by far the most widespread form of the religion. It is the more orthodox of the two main branches of Islam but the origin of the Sunni-Shia schism was largely political in nature. The Sunnis accepted the first Caliph, Abu Bakr, whereas the Shiites rejected him in favor of Ali. Sunni Muslims hold strictly to the Sunnah - the sayings and actions of Muhammad - as collected in the Hadiths, which form the basis for Sunni jurisprudence. The formal head of Sunni Islam is the (Sunni) Caliph.;Le sunnisme est de loin la religion la plus répandue. C'est la plus orthodoxe des deux branches de l'islam bien que le schisme sunnisme-chiisme est d'abord d'origine politique. Les sunnites reconnaissent le premier calife, Abu Bakr, alors que les chiites le rejettent en faveur d'Ali. Les musulmans sunnites s'en tiennent strictement à la Sunna (les dires et les actes de Mahomet) qui est la base de la jurisprudence des sunnites. Le chef symbolique de l'islam sunnite est le calife (sunnite). Dans le jeu :\n§Y*§! Le califat est dirigé par un chef laïc et peut cesser d'exister.\n§Y*§! Le calife est libre d'assujettir d'autres dirigeants sunnites\n§Y*§! Le calife peut déclarer des jihads\n§Y*§! Les dirigeants musulmans peuvent (et doivent) avoir plusieurs femmes\n§Y*§! Les propriétés de la mosquée peuvent être tenues par quiconque sans pénalité\n§Y*§! Les dynasties musulmanes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;;;;;;;;;;;;x
zikri_DESC;Zikri Islam is a Sunni heresy in-game. Zikris are the followers of the Imam Akhar Zaman Hazrat Syed Muhammad Jaunpuri (Imam Mehdi.);Le zikrisme est dans le jeu une hérésie sunnite. Les zikris suivent l'imam Akhar Zaman Hazrat Syed Muhammad Jaunpuri (Imam Mehdi). Dans le jeu :\n§Y*§! Les dirigeants musulmans peuvent (et doivent) avoir plusieurs femmes\n§Y*§! Les propriétés de la mosquée peuvent être tenues par quiconque sans pénalité\n§Y*§! Les dynasties musulmanes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;;;;;;;;;;;;x
shiite_DESC;Shi'a is the short form of Shi'atul Ali, or the Party of Ali, which rejected the first Caliph Abu Bakr in favor of Ali. Shi'a Islam is the less orthodox of the two main branches of Islam and accepts the idea of intercession by dead Imams on behalf of the living. The formal head of Shi'a Islam is the (Shiite) Caliph.;L'origine du chiisme vient de Shi'atul Ali, les partisans d'Ali, ceux qui ont rejeté le premier calife Abu Bakr en faveur d'Ali. Le chiisme est la moins orthodoxe des deux branches islamiques, acceptant l'intercession des imams morts au nom des survivants. Le chef officiel de l'islam chiite est le calife (chiite). Dans le jeu :\n§Y*§! Le califat est dirigé par un chef laïc et peut cesser d'exister.\n§Y*§! Le calife est libre d'assujettir d'autres dirigeants chiites\n§Y*§! Le calife peut déclarer des jihads\n§Y*§! Les dirigeants musulmans peuvent (et doivent) avoir plusieurs femmes\n§Y*§! Les propriétés de la mosquée peuvent être tenues par quiconque sans pénalité\n§Y*§! Les dynasties musulmanes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;;;;;;;;;;;;x
bektashi_DESC;Bektashism is a Sufi mystic order whose central tenet is the Wahdat-ul-Wujood - the single unified entity Allah-Muhammed-Ali. In the game it is regarded as a heresy.;Le bektashisme est un ordre mystique soufi dont la principale doctrine est le Wahdat al-Wujood - la seule entité unifiée d'Allah et de Muhammed-Ali. Dans le jeu il est considéré comme une hérésie.. Dans le jeu :\n§Y*§! Les dirigeants musulmans peuvent (et doivent) avoir plusieurs femmes\n§Y*§! Les fiefs religieux peuvent être tenus par quiconque sans pénalité\n§Y*§! Les dynasties musulmanes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;;;;;;;;;;;;x
druze_DESC;The Druze religion originated in the Ismaili sect of Shi'a Islam, but has many features of gnosticism, neoplatonism in addition to the Abrahamic religions.;La religion druze, qui tire son origine de l'ismaélisme, secte de l'islam chiite, a plusieurs caractéristiques communes au gnosticisme, au néo-platonisme ainsi qu'aux religions abrahamiques. Dans le jeu :\n§Y*§! Les dirigeants druzes peuvent (et doivent) avoir plusieurs femmes\n§Y*§! Les propriétés templières peuvent être tenues par quiconque sans pénalité\n§Y*§! Les dynasties druzes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;;;;;;;;;;;;x
norse_pagan_reformed_DESC;The reformed Norse Pagan faith has a Holy Book written in runes with chapters on Creation, the gods, Ragnarok, and secret spells - 'galdrs'. The church has a standardized liturgy and a formal church hierarchy led by the Fylkir, who - much like an Islamic Caliph - is both a secular ruler and the religious leader of the faithful.;La foi du paganisme nordique réformée a un livre sacré écrit en runes, incluant des chapitres sur la Création, les dieux, le Ragnarök, et les incantations secrètes ('galdrs'). L'église possède une liturgie standardisée et une hiérarchie symbolique dirigée par le 'Fylkir' qui, un peu comme le calife islamique, est à la fois dirigeant laïc et chef spirituel. Dans le jeu :\n§Y*§! Peut effectuer des raids côtiers partout\n§Y*§! Les flottes peuvent naviguer sur les principaux fleuves\n§Y*§! Les dirigeants peuvent préparer des invasions\n§Y*§! Le Fylkir peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
tengri_pagan_reformed_DESC;The reformed Tengri faith has a Holy Book written in the Orkhon runic script, a standardized liturgy and a formal church hierarchy led by the High Priest of Tengri, who can be vassalized by secular rulers.;La foi réformée tengri possède un livre saint écrit en alphabet de l'Okhron, une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête le Grand Prêtre de Tengri, qui peut être vassalisé par des dirigeants laïcs. Dans le jeu :\n§Y*§! Il y a toujours un Grand Prêtre, même s'il ne possède pas de terre\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Le Grand Prêtre peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
tengri_pagan_DESC;Tengrism is the religion of the steppe peoples of Eurasia, especially Turkish and Mongol nomads. The chief god is Tengri, the creator god who rules the skies. Shamanism and animism also feature prominently in the religion.;Le tengrisme est la religion des peuples des steppes eurasiennes, en particulier les Turcs et les Mongols nomades. Le dieu en chef est Tengri, le dieu-créateur qui règne sur les cieux. Le chamanisme et l'animisme sont aussi d'importants aspects de cette religion. Dans le jeu :\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Peuvent déclarer des guerres d'assujettissement à tous les autres païens \n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Les dirigeants ne peuvent déclarer de guerres saintes\n§Y*§! Inférieurs en conversion et vulnérables aux missionnaires non-païens\n§Y*§! Les dirigeants perdent du prestige lors d'une période de paix prolongée\n§Y*§! La foi païenne tengri peut être réformée;;;;;;;;;;;;x
baltic_pagan_reformed_DESC;The reformed Baltic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Dievs, who can be vassalized by secular rulers.;La foi baltique réformée possède un livre saint qui comprend un mythe sur la création, des chapitres sur les dieux et un livre des prophéties. Son église comporte une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête le Grand Prêtre de Dievs, qui peut être vassalisé par des dirigeants laïcs. Dans le jeu :\n§Y*§! Il y a toujours un Grand Prêtre, même sans contrée\n§Y*§! Peuvent piller les voisins pour un butin\n§Y*§! Le Grand Prêtre peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
baltic_pagan_DESC;Baltic paganism is polytheistic, with a pantheon of gods led by Dievs, god of the sky. Other main gods include Perkunas, god of thunder and lightning, very similar to the Germanic god Thor and the Slavic Perun. Other important deities include Saule, goddess of the sun and fertility, Daugava and Meness.;Le paganisme baltique est polythéiste. Dievs, dieu du ciel, domine le panthéon des dieux. Un autre des principaux dieux est Perkunas, dieu du tonnerre et de l'éclair, très similaire au dieu germanique Thor ou au dieu slave Perun. D'autres déités importantes sont Saule, déesse du soleil et de la fertilité, Daugava et Meness. Dans le jeu :\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Peuvent déclarer des guerres d'assujettissement à tous les autres païens \n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Les dirigeants ne peuvent déclarer de guerres saintes\n§Y*§! Inférieurs en conversion et vulnérables aux missionnaires non-païens\n§Y*§!Bonus défensifs pour les comtés baltiques païens\n§Y*§! La foi païenne baltique peut être réformée;;;;;;;;;;;;x
