#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
city_contract_0_desc;The Burghers are expected to provide half their troops for the defense of the realm.;Les bourgeois sont tenus d’affecter une petite partie de leurs troupes à la défense du Royaume.;;;;;;;;;;;;x
city_contract_1_desc;The Burghers are expected to provide the majority of their troops for the defense of the realm.;Les bourgeois sont tenus d’affecter la moitié de leurs troupes à la défense du Royaume.;;;;;;;;;;;;x
city_contract_2_desc;The Burghers are expected to provide almost all their troops for the defense of the realm.;Les bourgeois sont tenus d’affecter la majorité de leurs troupes à la défense du Royaume.;;;;;;;;;;;;x
city_contract_3_desc;The Burghers are expected to provide all but a tiny part of their troops for the defense of the realm.;Les bourgeois sont tenus d’affecter toutes leurs troupes à la défense du Royaume.;;;;;;;;;;;;x
WAR_NAME_OTHER_CLAIM;$ORDER$$FIRST_ADJ$ War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$ Guerre $FIRST_ADJ$ de $CLAIMANT$ pour revendiquer : $OTHER_TITLE$;;;;;;;;;;;;x
WAR_NAME_OTHER_DEJURECLAIM;$ORDER$$FIRST_ADJ$ Ducal War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$ Guerre ducale $FIRST_ADJ$ de $CLAIMANT$ pour : $OTHER_TITLE$;;;;;;;;;;;;x
WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$ County War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$ Guerre comtale $FIRST_ADJ$ de $CLAIMANT$ pour revendiquer : $OTHER_TITLE$;;;;;;;;;;;;x
WAR_NAME_OTHER_SUCCESSION;$ORDER$$FIRST_ADJ$ War to install $CLAIMANT$ in $SECOND$;$ORDER$ Guerre $FIRST_ADJ$ visant à instaurer $CLAIMANT$ en $SECOND$;;;;;;;;;;;;x
AI_WE_ARE_WINNING_BIG;I've already won, give up now and I'll spare your life';J’ai déjà gagné. Si vous vous rendez maintenant, vous aurez la vie sauve.;;;;;;;;;;;;x
AI_WE_ARE_LOSING_SMALL;Come on, you pansy!';En garde, ma mignonne !;;;;;;;;;;;;x
AI_WE_ARE_LOSING;It's just a flesh wound!';Ce n’est qu’une blessure de chair !;;;;;;;;;;;;x
CROWN_LAW_DESC;The Crown Laws of the §Y$CROWN_TITLE$§! apply in the §Y$TITLE$§!;Les Lois de la Couronne de §Y$CROWN_TITLE$§! s’appliquent en §Y$TITLE$§!;;;;;;;;;;;;x
